Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code,Recently Sold For
2223,2020,Jeep,Grand Cherokee,sport,10048,34141,Certified,Dealership,60737,30649
2224,2019,Lincoln,Navigator,base,13091,29395,Certified,Dealership,65529,26529
2225,2018,Kia,Sorento,sport,10458,32454,Certified,Dealership,98403,24836
2226,2003,Volkswagen,Atlas,N/A,77389,8058,Used,Dealership,36682,12837
2227,2010,Dodge,Charger,base,26188,23231,Used,Dealership,98125,10447
2228,1999,Mercedes,E-Class,N/A,124091,9770,Used,Dealership,32452,25147
2229,1998,Acura,TL,N/A,129448,18994,Used,Dealership,46145,9685
2230,2008,Toyota,Camry,base,54839,19971,Used,Dealership,90157,12108
2231,1996,Ford,Explorer,N/A,136675,6466,Used,Individual Seller,70142,18500
2232,2002,Acura,TL,N/A,72090,10264,Used,Dealership,82521,6902
2233,2018,Mazda,CX-90,sport,17200,24647,Certified,Dealership,34968,17956
2234,2008,Mercedes,C-Class,base,49719,22501,Used,Individual Seller,13235,11096
2235,2012,Chrysler,300,base,53338,23078,Used,Individual Seller,45805,15884
2236,1999,Dodge,Charger,N/A,50789,18522,Used,Individual Seller,69434,14904
2237,2006,Kia,Sorento,base,136889,8294,Used,Individual Seller,51527,12279
2238,2011,GMC,Yukon,sport,119469,10856,Used,Individual Seller,72635,20847
2239,2012,Chevrolet,Silverado,base,38864,27210,Used,Individual Seller,69042,17358
2240,2011,Mazda,CX-5,base,90486,17560,Used,Dealership,66264,11332
2241,2020,Mercedes,C-Class,sport,29630,24904,Certified,Dealership,16120,23685
2242,2022,Jeep,Wrangler,base,19,23890,New,Dealership,20931,35867
2243,2016,Chevrolet,Tahoe,sport,110246,18753,Used,Dealership,83325,11268
2244,2022,Nissan,Pathfinder,base,46,38866,New,Dealership,34272,41680
2245,2001,Mercedes,GLA,N/A,95866,5047,Used,Individual Seller,45226,13598
2246,2012,Hyundai,Elantra,base,58012,7952,Used,Individual Seller,41705,13942
2247,2015,Kia,K5,base,30511,17165,Used,Individual Seller,87829,10190
2248,2017,Lexus,ES300,base,28593,12002,Used,Individual Seller,52473,38195
2249,1998,Kia,K5,N/A,110449,15568,Used,Individual Seller,35483,12834
2250,2007,Audi,Q5,base,44509,22960,Used,Individual Seller,99286,15402
2251,1998,Chevrolet,Equinox,N/A,124841,13431,Used,Dealership,56168,17995
2252,2015,Audi,A3,base,65774,17228,Used,Dealership,29483,20288
2253,2019,Volkswagen,Atlas,sport,15330,33985,Certified,Dealership,59649,23165
2254,2017,Volvo,XC90,base,70677,17479,Used,Dealership,56708,23096
2255,1996,Hyundai,Tucson,N/A,22827,19167,Used,Dealership,86939,11274
2256,2022,Chrysler,Town & Country,sport,49,26599,New,Dealership,40882,23728
2257,2001,Acura,Integra,N/A,92608,6772,Used,Individual Seller,34825,27256
2258,2019,Ford,Explorer,luxury,5865,26515,Certified,Dealership,73502,20985
2259,2011,Lincoln,Navigator,sport,109580,11153,Used,Individual Seller,52302,10199
2260,2022,Chrysler,Town & Country,base,79,41302,New,Dealership,33887,23728
2261,2001,Ford,Explorer,N/A,140084,13491,Used,Individual Seller,23140,
2262,2006,Toyota,Highlander,sport,97886,5945,Used,Individual Seller,89944,8787
2263,2015,Kia,Forte,luxury,99436,6898,Used,Dealership,75651,33019
2264,2003,Ford,Explorer,N/A,97889,9311,Used,Individual Seller,38960,
2265,1999,Mercedes,S-Class,N/A,86219,10739,Used,Dealership,94202,12146
2266,2007,Chrysler,Town & Country,base,116423,6368,Used,Dealership,19494,6781
2267,2005,BMW,5 Series,N/A,31230,20208,Used,Individual Seller,18374,20217
2268,2014,Toyota,Highlander,base,125043,15737,Used,Dealership,30200,22617
2269,2022,Jeep,Grand Cherokee,sport,18,35530,New,Dealership,28585,24267
2270,2009,Mazda,CX-50,base,120179,10090,Used,Individual Seller,70853,9569
2271,2006,GMC,Envoy,sport,51739,32482,Used,Dealership,85931,7929
2272,2003,Volkswagen,Jetta,N/A,40764,22692,Used,Individual Seller,32602,12671
2273,2019,GMC,Sierra,base,20397,24237,Certified,Dealership,26449,11734
2274,2011,Buick,Regal,base,27365,9642,Used,Individual Seller,30735,19745
2275,2015,Audi,A4,base,74196,32555,Used,Dealership,86633,11112
2276,2010,Acura,TL,luxury,136239,12313,Used,Individual Seller,90106,34767
2277,2015,Ford,Explorer,sport,86396,19147,Used,Dealership,69816,20434
2278,2011,Mazda,CX-90,luxury,95611,15753,Used,Dealership,56064,32434
2279,1995,Buick,Regal,N/A,147874,18389,Used,Dealership,59731,12382
2280,2012,Toyota,Highlander,base,11313,13032,Used,Individual Seller,33012,6861
2281,2016,Audi,A4,base,103736,9794,Used,Dealership,66408,12445
2282,2022,Mercedes,C-Class,sport,89,25627,New,Dealership,11553,45463
2283,2020,Nissan,Altima,base,12376,33481,Certified,Dealership,56165,16421
2284,2021,Volvo,S70,base,17207,33790,Certified,Dealership,86863,21860
2285,2016,Ford,F-150,sport,50759,15670,Used,Dealership,93734,28595
2286,2008,Volvo,S70,sport,81453,9079,Used,Individual Seller,54061,13540
2287,2014,Volkswagen,Golf,luxury,103905,13872,Used,Dealership,46340,10628
2288,1996,Volvo,XC90,N/A,27539,9448,Used,Individual Seller,83526,13027
2289,2023,Audi,A6,base,38,21286,New,Dealership,15708,41713
2290,2005,Kia,Sorento,N/A,111335,18375,Used,Dealership,27281,13193
2291,2010,Mazda,3,sport,44023,19664,Used,Dealership,88431,12970
2292,2015,Toyota,Land Cruiser,base,123678,12808,Used,Individual Seller,73133,16589
2293,2016,Nissan,Altima,base,125704,10599,Used,Individual Seller,72352,7630
2294,1995,Ford,Fiesta,N/A,10558,21940,Used,Individual Seller,79729,8907
2295,2022,Toyota,Avalon,sport,37,26996,New,Dealership,14559,34122
2296,2000,Honda,Pilot,N/A,149975,7972,Used,Dealership,83497,18044
2297,1996,Mazda,MX5,N/A,19029,34345,Used,Dealership,97837,6439
2298,2017,Buick,LaCrosse,base,132093,18219,Used,Dealership,77223,15831
2299,2005,Chevrolet,Silverado,N/A,34221,22625,Used,Dealership,38190,17288
2300,1995,Nissan,Murano,N/A,59296,16083,Used,Dealership,59155,22305
2301,2000,Nissan,Frontier,N/A,89223,14894,Used,Individual Seller,27668,14114
2302,2014,Lexus,ES300,sport,105965,16249,Used,Individual Seller,14678,21332
2303,1999,Mercedes,E-Class,N/A,77841,10727,Used,Individual Seller,14011,25147
2304,2013,Chrysler,Town & Country,base,126428,5800,Used,Dealership,66334,8096
2305,1999,Mazda,CX-90,N/A,97066,12296,Used,Individual Seller,86135,30477
2306,2017,Subaru,WRX,base,135428,19591,Used,Dealership,88771,13975
2307,1997,Chevrolet,Tahoe,N/A,23891,17968,Used,Individual Seller,72573,20021
2308,2020,Lexus,GS350,luxury,29272,14060,Certified,Dealership,74390,18782
2309,2019,Volkswagen,Golf,base,28683,12463,Certified,Dealership,19602,28420
2310,2000,Volkswagen,Passat,N/A,55100,15690,Used,Individual Seller,15267,27025
2311,2019,Ford,Taurus,base,30129,17641,Certified,Dealership,57865,10059
2312,2010,Audi,A4,sport,107022,18156,Used,Dealership,91225,18056
2313,1996,Audi,Q5,N/A,123168,16872,Used,Dealership,78114,38591
2314,2013,Mazda,CX-50,luxury,136963,13324,Used,Dealership,58790,11573
2315,2019,Kia,Sorento,base,17332,28311,Certified,Dealership,87438,24158
2316,1997,Toyota,RAV4,N/A,53717,24975,Used,Individual Seller,45893,14543
2317,2022,Lincoln,Navigator,base,98,40770,New,Dealership,75587,40465
2318,2023,Lexus,GS350,sport,19,26892,New,Dealership,91538,37961
2319,2023,Jeep,Wrangler,luxury,69,47460,New,Dealership,79328,41277
2320,2018,Ford,Explorer,sport,33956,10514,Certified,Dealership,23086,17699
2321,2004,Mercedes,E-Class,N/A,105793,17450,Used,Dealership,54106,19575
2322,2004,Volvo,S70,N/A,62266,10710,Used,Individual Seller,36888,21579
2323,2023,Hyundai,Santa Fe,base,48,41577,New,Dealership,31957,29776
2324,2019,Lexus,GS,luxury,9960,30818,Certified,Dealership,77286,34614
2325,2010,Lincoln,Navigator,luxury,17623,28933,Used,Individual Seller,69544,12494
2326,2021,Audi,Q7,luxury,8652,15847,Certified,Dealership,39805,26174
2327,2009,Nissan,Altima,sport,102726,7438,Used,Dealership,66948,8758
2328,1997,Buick,Regal,N/A,121342,9873,Used,Dealership,84766,35733
2329,2007,Volkswagen,Golf,base,48008,15554,Used,Individual Seller,80966,27955
2330,2006,Chrysler,Town & Country,sport,143941,8705,Used,Dealership,42963,6715
2331,2002,Volvo,XC90,N/A,29024,23042,Used,Dealership,26013,26394
2332,1995,Subaru,Outback,N/A,139438,12206,Used,Individual Seller,10160,15191
2333,2008,Mazda,MX5,sport,52263,19233,Used,Individual Seller,65360,16486
2334,2002,Chevrolet,Silverado,N/A,101430,5342,Used,Individual Seller,27384,17191
2335,2017,Mercedes,S-Class,sport,13401,27675,Used,Individual Seller,74464,8533
2336,2013,Chrysler,300,base,127030,9087,Used,Individual Seller,65951,8329
2337,2023,Subaru,WRX,sport,20,27689,New,Dealership,15554,43117
2338,2021,Buick,Regal,base,19521,15799,Certified,Dealership,40444,13987
2339,2014,Volkswagen,Atlas,sport,130040,5326,Used,Individual Seller,47738,27049
2340,2018,Mercedes,E-Class,base,7751,17367,Certified,Dealership,15411,21440
2341,2006,BMW,5 Series,sport,71409,29056,Used,Dealership,36768,11366
2342,2008,Acura,TL,base,104718,6255,Used,Dealership,84213,5729
2343,2019,BMW,X5,sport,19113,29333,Certified,Dealership,21170,12946
2344,2013,Acura,TL,luxury,58352,26957,Used,Dealership,80272,17331
2345,2001,Chrysler,Town & Country,N/A,82184,7222,Used,Individual Seller,48748,15164
2346,1996,Subaru,WRX,N/A,122093,14883,Used,Dealership,55041,16737
2347,1995,Lincoln,Navigator,N/A,69100,12947,Used,Individual Seller,97876,22999
2348,2020,Toyota,Tacoma,sport,20874,10631,Certified,Dealership,94316,15757
2349,1999,Lincoln,Navigator,N/A,137337,6307,Used,Individual Seller,38261,21291
2350,2002,Honda,Accord,N/A,136476,18138,Used,Dealership,38337,30508
2351,2007,Honda,Civic,sport,147978,14565,Used,Dealership,42756,26858
2352,1995,Jeep,Wrangler,N/A,106379,13897,Used,Dealership,17476,5660
2353,2006,Mazda,MX5,base,24488,33001,Used,Dealership,10038,15222
2354,2009,Lincoln,Navigator,sport,126049,13413,Used,Dealership,32430,9617
2355,2012,Buick,LaCrosse,sport,36143,26103,Used,Dealership,38397,27265
2356,2010,Lincoln,Navigator,sport,132430,11833,Used,Dealership,48685,12494
2357,2017,Subaru,Outback,sport,55913,15723,Used,Dealership,76427,17511
2358,2017,Volkswagen,Golf,sport,15848,13243,Used,Dealership,84097,6759
2359,2021,Mercedes,GLE,base,9288,19436,Certified,Dealership,62353,24463
2360,2013,Acura,TL,base,101913,13694,Used,Dealership,65014,17331
2361,1998,Buick,LaCrosse,N/A,122778,18687,Used,Dealership,76387,19744
2362,2015,Mazda,CX-50,base,40474,18729,Used,Dealership,47000,21258
2363,2020,BMW,X5,base,23803,15140,Certified,Dealership,46446,12387
2364,2022,Kia,Forte,base,52,20053,New,Dealership,15780,24197
2365,1998,Dodge,Grand Caravan,N/A,19483,12157,Used,Individual Seller,33475,9193
2366,2009,Jeep,Grand Cherokee,base,89792,10640,Used,Individual Seller,54228,8278
2367,2007,Ford,F-150,sport,144227,7269,Used,Individual Seller,84110,
2368,2013,Jeep,Grand Cherokee,sport,129238,17045,Used,Dealership,58023,10083
2369,2001,Chrysler,Town & Country,N/A,31661,21512,Used,Dealership,43822,15164
2370,2019,Buick,Regal,sport,24387,11235,Certified,Dealership,65771,11975
2371,1996,Mazda,3,N/A,134098,16791,Used,Dealership,96614,
2372,2010,Chrysler,Town & Country,base,55157,9561,Used,Individual Seller,62441,20804
2373,1999,Honda,Accord,N/A,139307,16593,Used,Individual Seller,55040,8903
2374,2016,BMW,X5,base,29276,12825,Used,Dealership,32175,22412
2375,2022,Volvo,S70,base,72,23974,New,Dealership,22083,43394
2376,1999,Acura,Integra,N/A,27711,25485,Used,Dealership,98800,14493
2377,1999,Lincoln,Navigator,N/A,146915,12009,Used,Individual Seller,30057,21291
2378,2011,Audi,A3,sport,133442,15961,Used,Individual Seller,58190,7341
2379,2023,Lincoln,Navigator,luxury,38,47364,New,Dealership,37563,47645
2380,2006,Ford,Mustang,base,47532,32663,Used,Dealership,17679,8009
2381,2022,Lexus,LS,luxury,16,32895,New,Dealership,13599,49610
2382,2003,Nissan,Maxima,N/A,146363,9073,Used,Dealership,22305,32712
2383,2012,Chrysler,Town & Country,base,62853,17960,Used,Dealership,34496,25179
2384,2020,Lexus,RX,sport,27738,23781,Certified,Dealership,99374,21282
2385,2013,Lincoln,Navigator,base,82336,12765,Used,Individual Seller,91711,12602
2386,2013,BMW,5 Series,sport,70995,10486,Used,Dealership,85551,18087
2387,2021,Dodge,Grand Caravan,sport,29376,24234,Certified,Dealership,11533,30065
2388,2023,Honda,CR-V,base,79,37747,New,Dealership,51106,23388
2389,2023,Volvo,XC90,sport,87,39856,New,Dealership,61743,32526
2390,2015,Hyundai,Santa Fe,luxury,80435,10504,Used,Dealership,60264,12790
2391,2014,Nissan,Pathfinder,base,84017,16533,Used,Individual Seller,47390,5409
2392,2017,Audi,Q7,sport,31713,28068,Used,Dealership,57033,25501
2393,1995,Dodge,Durango,N/A,91192,12586,Used,Dealership,61047,12134
2394,1996,BMW,5 Series,N/A,83929,15955,Used,Dealership,76492,15634
2395,2017,GMC,Yukon,base,56876,23608,Used,Individual Seller,12995,35328
2396,2006,Kia,Sportage,base,142919,11945,Used,Dealership,44909,33693
2397,2018,Mazda,3,luxury,33394,16653,Certified,Dealership,66939,10946
2398,2011,Audi,Q7,sport,87592,19718,Used,Dealership,96509,15270
2399,2018,Volkswagen,Tiguan,luxury,7939,31009,Certified,Dealership,11007,34102
2400,1997,Buick,LaCrosse,N/A,85416,13614,Used,Individual Seller,79073,35053
2401,2012,Subaru,Outback,sport,23164,34548,Used,Individual Seller,87689,19968
2402,1999,Mercedes,C-Class,N/A,49364,21771,Used,Individual Seller,13798,30975
2403,1997,Nissan,Murano,N/A,11863,27121,Used,Individual Seller,98783,18871
2404,2004,Chrysler,300,N/A,81548,16743,Used,Individual Seller,70603,5885
2405,2000,Audi,A3,N/A,84006,17175,Used,Dealership,52983,15077
2406,2004,Chevrolet,Suburban,N/A,47538,24313,Used,Individual Seller,40763,16894
2407,2008,Mercedes,E-Class,base,94218,10754,Used,Dealership,99231,14656
2408,2022,Chevrolet,Malibu,sport,70,33264,New,Dealership,30221,35068
2409,2017,Kia,Rio,base,119809,19197,Used,Dealership,87247,16184
2410,2005,Honda,Pilot,N/A,137187,19251,Used,Dealership,78617,11659
2411,2014,Subaru,Outback,base,32120,20007,Used,Individual Seller,31207,16828
2412,2017,Dodge,Ram 1500,sport,17088,11150,Used,Individual Seller,34946,14826
2413,2013,Mercedes,S-Class,base,50447,18154,Used,Individual Seller,75784,15515
2414,2003,Jeep,Grand Cherokee,N/A,90434,14744,Used,Dealership,75468,5081
2415,2005,Toyota,4Runner,N/A,45139,23017,Used,Dealership,25649,29877
2416,1996,Jeep,Grand Cherokee,N/A,57724,11131,Used,Dealership,17382,7134
2417,1999,Ford,Fiesta,N/A,58834,21925,Used,Individual Seller,96171,13601
2418,2009,BMW,X3,base,78466,5420,Used,Individual Seller,90845,32265
2419,2006,BMW,3 Series,base,70408,28500,Used,Dealership,79799,34205
2420,2003,Acura,TL,N/A,129521,16979,Used,Individual Seller,75132,10460
2421,1997,Nissan,Frontier,N/A,141278,5498,Used,Individual Seller,30018,10086
2422,2003,Chevrolet,Equinox,N/A,12228,12093,Used,Dealership,76751,16146
2423,2002,Audi,A4,N/A,66517,9545,Used,Individual Seller,91508,14575
2424,2002,Lexus,GS,N/A,86654,9193,Used,Individual Seller,22877,14795
2425,2001,Subaru,Outback,N/A,133061,14909,Used,Dealership,29245,16585
2426,2006,Subaru,WRX,base,21790,16907,Used,Dealership,62179,28896
2427,2010,Jeep,Grand Cherokee,base,59803,15443,Used,Dealership,89606,18305
2428,1995,Buick,LaCrosse,N/A,91934,16014,Used,Dealership,97870,12369
2429,2014,Kia,Forte,sport,137896,16015,Used,Individual Seller,47441,13594
2430,2009,GMC,Envoy,sport,118841,14710,Used,Dealership,81131,14033
2431,2001,Audi,A6,N/A,47528,12178,Used,Dealership,27652,8515
2432,1998,Subaru,Outback,N/A,129402,12508,Used,Dealership,41600,12065
2433,2008,Hyundai,Sonata,sport,66822,16741,Used,Individual Seller,82702,14905
2434,2021,Jeep,Wrangler,base,25896,23485,Certified,Dealership,12815,20318
2435,1999,Volvo,XC90,N/A,31169,20393,Used,Individual Seller,15563,12170
2436,2017,Subaru,Forester,base,32352,16772,Used,Individual Seller,79947,26706
2437,1997,Kia,K5,N/A,111466,13338,Used,Dealership,16329,6186
2438,2003,Chevrolet,Suburban,N/A,29011,34509,Used,Individual Seller,76192,12881
2439,1999,Lincoln,Navigator,N/A,57611,13673,Used,Dealership,19329,21291
2440,2004,Kia,Sportage,N/A,112310,18154,Used,Dealership,13679,18977
2441,2010,Subaru,Forester,base,44306,12948,Used,Individual Seller,82100,16284
2442,2012,Kia,K5,sport,32680,11789,Used,Dealership,92571,16677
2443,1996,Lincoln,Navigator,N/A,69438,24889,Used,Dealership,42379,19474
2444,1997,Chrysler,Town & Country,N/A,39660,26368,Used,Individual Seller,71111,11559
2445,1995,Audi,A4,N/A,115103,14236,Used,Individual Seller,40765,8761
2446,1998,Chevrolet,Equinox,N/A,118689,16917,Used,Individual Seller,74306,17995
2447,2003,Subaru,Forester,N/A,56112,21963,Used,Individual Seller,29283,19583
2448,2021,Honda,Civic,luxury,26231,12740,Certified,Dealership,54953,18255
2449,2007,Chrysler,300,luxury,136419,10108,Used,Individual Seller,37221,7393
2450,2015,Hyundai,Elantra,base,49362,18245,Used,Dealership,74968,12412
2451,2003,Subaru,WRX,N/A,54516,11369,Used,Individual Seller,62716,21540
2452,2007,Kia,Forte,base,137787,6262,Used,Dealership,17239,11873
2453,1995,Volkswagen,Passat,N/A,34611,22134,Used,Individual Seller,22084,27438
2454,2023,Mercedes,S-Class,base,58,48885,New,Dealership,35571,36782
2455,2017,Audi,A6,sport,45486,18650,Used,Dealership,15330,24997
2456,2008,BMW,5 Series,base,24137,37722,Used,Dealership,81223,14256
2457,2005,Jeep,Wrangler,N/A,118650,11016,Used,Individual Seller,32520,18152
2458,2001,Dodge,Ram 1500,N/A,121737,13134,Used,Dealership,89112,19178
2459,2001,Lincoln,Navigator,N/A,92897,18103,Used,Dealership,89356,22814
2460,2014,Subaru,WRX,base,93504,12301,Used,Dealership,86464,13974
2461,2009,Hyundai,Santa Fe,sport,132041,9286,Used,Individual Seller,79105,24349
2462,2002,Audi,Q5,N/A,128586,9605,Used,Dealership,41782,12759
2463,2023,Kia,Rio,base,52,23853,New,Dealership,66599,37514
2464,2014,Chevrolet,Equinox,sport,88026,15327,Used,Individual Seller,58649,15651
2465,2006,Toyota,Camry,base,63594,16326,Used,Dealership,55689,10680
2466,2017,Nissan,Rogue,luxury,123287,8526,Used,Dealership,86241,14959
2467,2007,Toyota,4Runner,base,146523,5421,Used,Individual Seller,84346,11052
2468,2005,Jeep,Grand Cherokee,N/A,29861,26593,Used,Individual Seller,76794,8160
2469,2011,Chevrolet,Silverado,base,77070,11061,Used,Individual Seller,21365,16901
2470,2023,Lexus,ES300,sport,58,24262,New,Dealership,57910,33777
2471,2023,Volvo,S70,base,96,33076,New,Dealership,73905,44602
2472,2014,Acura,Integra,base,116404,16487,Used,Individual Seller,71665,12505
2473,2006,Hyundai,Tucson,base,136172,8635,Used,Dealership,10048,18287
2474,2012,Subaru,Forester,base,132483,14611,Used,Individual Seller,22705,11525
2475,2011,Volvo,XC90,sport,10083,21637,Used,Dealership,61484,26295
2476,2020,Volvo,S70,base,17869,34272,Certified,Dealership,49765,22289
2477,2017,Jeep,Wrangler,base,81886,17185,Used,Individual Seller,67126,6576
2478,2007,Volkswagen,Passat,base,13996,34561,Used,Dealership,94686,34682
2479,2009,Kia,Forte,base,65565,22980,Used,Individual Seller,93210,11924
2480,2023,GMC,Sierra,base,61,46524,New,Dealership,10240,48169
2481,2011,Jeep,Wrangler,luxury,126522,16617,Used,Dealership,95776,9179
2482,2021,Buick,Regal,luxury,26657,14010,Certified,Dealership,22615,13987
2483,2020,Mercedes,E-Class,sport,29844,21956,Certified,Dealership,44592,29193
2484,2013,Ford,Fiesta,luxury,96513,8851,Used,Individual Seller,34224,8964
2485,1997,GMC,Sierra,N/A,137652,11526,Used,Dealership,61075,15911
2486,2001,Lincoln,Navigator,N/A,125163,10575,Used,Individual Seller,14325,22814
2487,2009,Buick,LaCrosse,sport,71943,17838,Used,Individual Seller,90534,25453
2488,2002,Honda,CR-V,N/A,119195,8229,Used,Dealership,23725,14946
2489,2017,Volvo,XC90,base,29034,26913,Used,Individual Seller,60336,23096
2490,2016,Lincoln,Navigator,base,39796,19961,Used,Dealership,65096,25124
2491,2010,Jeep,Grand Cherokee,luxury,85454,19601,Used,Dealership,37586,18305
2492,2020,BMW,X5,sport,33273,17521,Certified,Dealership,13934,12387
2493,2019,BMW,3 Series,sport,12561,22987,Certified,Dealership,35529,21227
2494,2012,Jeep,Grand Cherokee,sport,29650,17977,Used,Individual Seller,49945,9349
2495,2002,Lincoln,Navigator,N/A,45738,25335,Used,Individual Seller,61856,8126
2496,2003,Jeep,Grand Cherokee,N/A,12121,31886,Used,Individual Seller,96711,5081
2497,2002,Toyota,Tacoma,N/A,104675,15819,Used,Individual Seller,79131,27638
2498,2015,Toyota,Land Cruiser,base,135213,14354,Used,Individual Seller,86720,16589
2499,1997,Chevrolet,Impala,N/A,100676,13492,Used,Dealership,30115,15290
2500,2010,Lexus,ES300,luxury,23568,27619,Used,Individual Seller,33718,17074
2501,1997,Volkswagen,Jetta,N/A,31211,25356,Used,Dealership,25846,6079
2502,2015,Volvo,S70,luxury,112170,7859,Used,Individual Seller,68322,9434
2503,2002,Volkswagen,Golf,N/A,127207,19908,Used,Dealership,95487,16618
2504,2017,Ford,Focus,base,26373,14027,Used,Individual Seller,28868,7248
2505,2016,Toyota,Tacoma,sport,50937,32071,Used,Dealership,34006,14645
2506,2020,Lexus,ES300,sport,7343,33146,Certified,Dealership,21907,31502
2507,1996,Mazda,CX-50,N/A,34401,17321,Used,Individual Seller,39829,12544
2508,1999,Mercedes,GLE,N/A,73840,22433,Used,Dealership,94482,24154
2509,2002,Audi,A6,N/A,109760,5718,Used,Individual Seller,78544,
2510,2000,BMW,3 Series,N/A,57570,16750,Used,Dealership,65618,22120
2511,2020,Lincoln,Navigator,base,12332,20196,Certified,Dealership,11736,11279
2512,2023,Ford,Explorer,luxury,50,32338,New,Dealership,98512,
2513,2003,Buick,LaCrosse,N/A,10743,35426,Used,Dealership,51049,16014
2514,1996,Dodge,Ram 1500,N/A,128550,16354,Used,Individual Seller,22560,11317
2515,2021,Hyundai,Sonata,sport,7319,24449,Certified,Dealership,79713,20834
2516,1997,Nissan,Frontier,N/A,125353,13139,Used,Dealership,99459,10086
2517,2010,Dodge,Ram 1500,sport,121455,9507,Used,Dealership,62804,5210
2518,2021,Mazda,MX5,sport,11834,28006,Certified,Dealership,58189,17518
2519,2016,Dodge,Ram 1500,base,69540,16316,Used,Dealership,64546,8316
2520,2007,GMC,Yukon,base,138565,13106,Used,Individual Seller,49885,14159
2521,2013,GMC,Sierra,base,147525,15156,Used,Individual Seller,93444,16563
2522,1998,BMW,3 Series,N/A,72167,27042,Used,Dealership,36016,14545
2523,1998,Mercedes,S-Class,N/A,65204,21728,Used,Dealership,33548,9197
2524,2023,Kia,Sorento,base,89,37143,New,Dealership,37401,32957
2525,1998,Chrysler,Town & Country,N/A,83989,6396,Used,Dealership,95845,14433
2526,2015,Chevrolet,Suburban,sport,135022,13122,Used,Individual Seller,83688,26310
2527,2002,BMW,5 Series,N/A,61539,19013,Used,Dealership,53319,26330
2528,1997,Subaru,Outback,N/A,143014,10729,Used,Individual Seller,62633,12939
2529,2023,Kia,Forte,sport,8,49677,New,Dealership,70228,27976
2530,2000,Audi,A6,N/A,45438,15625,Used,Individual Seller,37712,9169
2531,2011,Honda,CR-V,luxury,137243,5277,Used,Individual Seller,17737,17861
2532,2021,Toyota,Land Cruiser,sport,19667,23982,Certified,Dealership,49820,16881
2533,2020,Hyundai,Sonata,base,21285,10594,Certified,Dealership,82905,16109
2534,2019,Acura,Integra,base,22762,12747,Certified,Dealership,47170,22845
2535,2019,Chevrolet,Suburban,base,12843,21253,Certified,Dealership,12255,32964
2536,2010,Jeep,Wrangler,base,147574,6390,Used,Dealership,83604,8960
2537,2006,Kia,Sorento,sport,138011,14490,Used,Dealership,76789,12279
2538,2001,Nissan,Altima,N/A,91256,9039,Used,Individual Seller,43840,17717
2539,2007,Mercedes,C-Class,base,65542,24617,Used,Individual Seller,68998,16977
2540,2016,Mercedes,GLE,sport,52634,26225,Used,Dealership,73500,
2541,2003,Mazda,CX-90,N/A,38323,32658,Used,Dealership,85456,12375
2542,1996,Chevrolet,Silverado,N/A,123895,16725,Used,Individual Seller,24869,25595
2543,2005,Lexus,ES300,N/A,22612,35426,Used,Dealership,57848,10741
2544,2005,BMW,5 Series,N/A,88272,15238,Used,Individual Seller,66452,20217
2545,2021,Chrysler,300,sport,8753,27435,Certified,Dealership,24215,25226
2546,2001,Buick,Regal,N/A,144762,12485,Used,Dealership,23014,12345
2547,1996,Ford,Ranger,N/A,52553,31389,Used,Dealership,91734,16118
2548,2012,Mercedes,GLE,base,80688,10524,Used,Individual Seller,22145,8916
2549,2010,Acura,Integra,luxury,127052,9798,Used,Individual Seller,34598,10393
2550,2000,Kia,K5,N/A,85826,6364,Used,Dealership,85237,9718
2551,2016,Toyota,Corolla,base,77996,18936,Used,Dealership,96269,13510
2552,2012,Ford,Explorer,base,128723,14369,Used,Individual Seller,73002,39286
2553,2020,Jeep,Grand Cherokee,base,30184,16767,Certified,Dealership,42767,30649
2554,2011,Hyundai,Santa Fe,sport,84947,5000,Used,Individual Seller,98663,14300
2555,2010,Subaru,Outback,sport,71877,12746,Used,Dealership,82557,6533
2556,2007,Honda,Pilot,base,14278,30793,Used,Dealership,50284,9515
2557,2010,Hyundai,Santa Fe,luxury,148981,11082,Used,Individual Seller,18179,32349
2558,2004,GMC,Envoy,N/A,144886,17157,Used,Individual Seller,58892,5841
2559,1995,Buick,LaCrosse,N/A,30315,12680,Used,Dealership,66635,12369
2560,2006,Buick,Regal,base,146059,13646,Used,Dealership,98850,19579
2561,2018,BMW,X5,sport,5896,32136,Certified,Dealership,90212,27075
2562,1998,BMW,X3,N/A,17813,9315,Used,Individual Seller,64081,24449
2563,2004,Hyundai,Tucson,N/A,86844,19824,Used,Dealership,19277,31864
2564,2017,Chrysler,300,base,84818,13697,Used,Dealership,30584,6240
2565,1998,Chevrolet,Malibu,N/A,111193,11963,Used,Dealership,53644,11190
2566,2014,Kia,Sorento,base,75332,6667,Used,Individual Seller,35811,13614
2567,2019,Mazda,CX-5,base,26660,12600,Certified,Dealership,92291,13509
2568,2007,GMC,Envoy,base,46547,27456,Used,Individual Seller,83580,7536
2569,2003,Acura,Integra,N/A,70517,8106,Used,Individual Seller,70440,23983
2570,2006,Jeep,Grand Cherokee,base,49610,29419,Used,Dealership,71667,16622
2571,2005,Honda,HR-V,N/A,109331,12285,Used,Individual Seller,21084,24517
2572,1995,Ford,F-150,N/A,52643,20458,Used,Individual Seller,27597,14501
2573,1998,Buick,Regal,N/A,59620,18069,Used,Individual Seller,95611,24172
