Vehicle_ID,Year,Make,Model,Trim,Miles,Sale Price,Status,Mode of Purchase,Zip Code
2354,2009,Lincoln,Navigator,sport,126049,13413,Used,Dealership,32430
2355,2012,Buick,LaCrosse,sport,36143,26103,Used,Dealership,38397
2356,2010,Lincoln,Navigator,sport,132430,11833,Used,Dealership,48685
2357,2017,Subaru,Outback,sport,55913,15723,Used,Dealership,76427
2358,2017,Volkswagen,Golf,sport,15848,13243,Used,Dealership,84097
2359,2021,Mercedes,GLE,base,9288,19436,Certified,Dealership,62353
2360,2013,Acura,TL,base,101913,13694,Used,Dealership,65014
2361,1998,Buick,LaCrosse,N/A,122778,18687,Used,Dealership,76387
2362,2015,Mazda,CX-50,base,40474,18729,Used,Dealership,47000
2363,2020,BMW,X5,base,23803,15140,Certified,Dealership,46446
2364,2022,Kia,Forte,base,52,20053,New,Dealership,15780
2365,1998,Dodge,Grand Caravan,N/A,19483,12157,Used,Individual Seller,33475
2366,2009,Jeep,Grand Cherokee,base,89792,10640,Used,Individual Seller,54228
2367,2007,Ford,F-150,sport,144227,7269,Used,Individual Seller,84110
2368,2013,Jeep,Grand Cherokee,sport,129238,17045,Used,Dealership,58023
2369,2001,Chrysler,Town & Country,N/A,31661,21512,Used,Dealership,43822
2370,2019,Buick,Regal,sport,24387,11235,Certified,Dealership,65771
2371,1996,Mazda,3,N/A,134098,16791,Used,Dealership,96614
2372,2010,Chrysler,Town & Country,base,55157,9561,Used,Individual Seller,62441
2373,1999,Honda,Accord,N/A,139307,16593,Used,Individual Seller,55040
2374,2016,BMW,X5,base,29276,12825,Used,Dealership,32175
2375,2022,Volvo,S70,base,72,23974,New,Dealership,22083
2376,1999,Acura,Integra,N/A,27711,25485,Used,Dealership,98800
2377,1999,Lincoln,Navigator,N/A,146915,12009,Used,Individual Seller,30057
2378,2011,Audi,A3,sport,133442,15961,Used,Individual Seller,58190
2379,2023,Lincoln,Navigator,luxury,38,47364,New,Dealership,37563
2380,2006,Ford,Mustang,base,47532,32663,Used,Dealership,17679
2381,2022,Lexus,LS,luxury,16,32895,New,Dealership,13599
2382,2003,Nissan,Maxima,N/A,146363,9073,Used,Dealership,22305
2383,2012,Chrysler,Town & Country,base,62853,17960,Used,Dealership,34496
2384,2020,Lexus,RX,sport,27738,23781,Certified,Dealership,99374
2385,2013,Lincoln,Navigator,base,82336,12765,Used,Individual Seller,91711
2386,2013,BMW,5 Series,sport,70995,10486,Used,Dealership,85551
2387,2021,Dodge,Grand Caravan,sport,29376,24234,Certified,Dealership,11533
2388,2023,Honda,CR-V,base,79,37747,New,Dealership,51106
2389,2023,Volvo,XC90,sport,87,39856,New,Dealership,61743
2390,2015,Hyundai,Santa Fe,luxury,80435,10504,Used,Dealership,60264
2391,2014,Nissan,Pathfinder,base,84017,16533,Used,Individual Seller,47390
2392,2017,Audi,Q7,sport,31713,28068,Used,Dealership,57033
2393,1995,Dodge,Durango,N/A,91192,12586,Used,Dealership,61047
2394,1996,BMW,5 Series,N/A,83929,15955,Used,Dealership,76492
2395,2017,GMC,Yukon,base,56876,23608,Used,Individual Seller,12995
2396,2006,Kia,Sportage,base,142919,11945,Used,Dealership,44909
2397,2018,Mazda,3,luxury,33394,16653,Certified,Dealership,66939
2398,2011,Audi,Q7,sport,87592,19718,Used,Dealership,96509
2399,2018,Volkswagen,Tiguan,luxury,7939,31009,Certified,Dealership,11007
2400,1997,Buick,LaCrosse,N/A,85416,13614,Used,Individual Seller,79073
2401,2012,Subaru,Outback,sport,23164,34548,Used,Individual Seller,87689
2402,1999,Mercedes,C-Class,N/A,49364,21771,Used,Individual Seller,13798
2403,1997,Nissan,Murano,N/A,11863,27121,Used,Individual Seller,98783
2404,2004,Chrysler,300,N/A,81548,16743,Used,Individual Seller,70603
2405,2000,Audi,A3,N/A,84006,17175,Used,Dealership,52983
2406,2004,Chevrolet,Suburban,N/A,47538,24313,Used,Individual Seller,40763
2407,2008,Mercedes,E-Class,base,94218,10754,Used,Dealership,99231
2408,2022,Chevrolet,Malibu,sport,70,33264,New,Dealership,30221
2409,2017,Kia,Rio,base,119809,19197,Used,Dealership,87247
2410,2005,Honda,Pilot,N/A,137187,19251,Used,Dealership,78617
2411,2014,Subaru,Outback,base,32120,20007,Used,Individual Seller,31207
2412,2017,Dodge,Ram 1500,sport,17088,11150,Used,Individual Seller,34946
2413,2013,Mercedes,S-Class,base,50447,18154,Used,Individual Seller,75784
2414,2003,Jeep,Grand Cherokee,N/A,90434,14744,Used,Dealership,75468
2415,2005,Toyota,4Runner,N/A,45139,23017,Used,Dealership,25649
2416,1996,Jeep,Grand Cherokee,N/A,57724,11131,Used,Dealership,17382
2417,1999,Ford,Fiesta,N/A,58834,21925,Used,Individual Seller,96171
2418,2009,BMW,X3,base,78466,5420,Used,Individual Seller,90845
2419,2006,BMW,3 Series,base,70408,28500,Used,Dealership,79799
2420,2003,Acura,TL,N/A,129521,16979,Used,Individual Seller,75132
2421,1997,Nissan,Frontier,N/A,141278,5498,Used,Individual Seller,30018
2422,2003,Chevrolet,Equinox,N/A,12228,12093,Used,Dealership,76751
2423,2002,Audi,A4,N/A,66517,9545,Used,Individual Seller,91508
2424,2002,Lexus,GS,N/A,86654,9193,Used,Individual Seller,22877
2425,2001,Subaru,Outback,N/A,133061,14909,Used,Dealership,29245
2426,2006,Subaru,WRX,base,21790,16907,Used,Dealership,62179
2427,2010,Jeep,Grand Cherokee,base,59803,15443,Used,Dealership,89606
2428,1995,Buick,LaCrosse,N/A,91934,16014,Used,Dealership,97870
2429,2014,Kia,Forte,sport,137896,16015,Used,Individual Seller,47441
2430,2009,GMC,Envoy,sport,118841,14710,Used,Dealership,81131
2431,2001,Audi,A6,N/A,47528,12178,Used,Dealership,27652
2432,1998,Subaru,Outback,N/A,129402,12508,Used,Dealership,41600
2433,2008,Hyundai,Sonata,sport,66822,16741,Used,Individual Seller,82702
2434,2021,Jeep,Wrangler,base,25896,23485,Certified,Dealership,12815
2435,1999,Volvo,XC90,N/A,31169,20393,Used,Individual Seller,15563
2436,2017,Subaru,Forester,base,32352,16772,Used,Individual Seller,79947
2437,1997,Kia,K5,N/A,111466,13338,Used,Dealership,16329
2438,2003,Chevrolet,Suburban,N/A,29011,34509,Used,Individual Seller,76192
2439,1999,Lincoln,Navigator,N/A,57611,13673,Used,Dealership,19329
2440,2004,Kia,Sportage,N/A,112310,18154,Used,Dealership,13679
2441,2010,Subaru,Forester,base,44306,12948,Used,Individual Seller,82100
2442,2012,Kia,K5,sport,32680,11789,Used,Dealership,92571
2443,1996,Lincoln,Navigator,N/A,69438,24889,Used,Dealership,42379
2444,1997,Chrysler,Town & Country,N/A,39660,26368,Used,Individual Seller,71111
2445,1995,Audi,A4,N/A,115103,14236,Used,Individual Seller,40765
2446,1998,Chevrolet,Equinox,N/A,118689,16917,Used,Individual Seller,74306
2447,2003,Subaru,Forester,N/A,56112,21963,Used,Individual Seller,29283
2448,2021,Honda,Civic,luxury,26231,12740,Certified,Dealership,54953
2449,2007,Chrysler,300,luxury,136419,10108,Used,Individual Seller,37221
2450,2015,Hyundai,Elantra,base,49362,18245,Used,Dealership,74968
2451,2003,Subaru,WRX,N/A,54516,11369,Used,Individual Seller,62716
2452,2007,Kia,Forte,base,137787,6262,Used,Dealership,17239
2453,1995,Volkswagen,Passat,N/A,34611,22134,Used,Individual Seller,22084
2454,2023,Mercedes,S-Class,base,58,48885,New,Dealership,35571
2455,2017,Audi,A6,sport,45486,18650,Used,Dealership,15330
2456,2008,BMW,5 Series,base,24137,37722,Used,Dealership,81223
2457,2005,Jeep,Wrangler,N/A,118650,11016,Used,Individual Seller,32520
2458,2001,Dodge,Ram 1500,N/A,121737,13134,Used,Dealership,89112
2459,2001,Lincoln,Navigator,N/A,92897,18103,Used,Dealership,89356
2460,2014,Subaru,WRX,base,93504,12301,Used,Dealership,86464
2461,2009,Hyundai,Santa Fe,sport,132041,9286,Used,Individual Seller,79105
2462,2002,Audi,Q5,N/A,128586,9605,Used,Dealership,41782
2463,2023,Kia,Rio,base,52,23853,New,Dealership,66599
2464,2014,Chevrolet,Equinox,sport,88026,15327,Used,Individual Seller,58649
2465,2006,Toyota,Camry,base,63594,16326,Used,Dealership,55689
2466,2017,Nissan,Rogue,luxury,123287,8526,Used,Dealership,86241
2467,2007,Toyota,4Runner,base,146523,5421,Used,Individual Seller,84346
2468,2005,Jeep,Grand Cherokee,N/A,29861,26593,Used,Individual Seller,76794
2469,2011,Chevrolet,Silverado,base,77070,11061,Used,Individual Seller,21365
2470,2023,Lexus,ES300,sport,58,24262,New,Dealership,57910
2471,2023,Volvo,S70,base,96,33076,New,Dealership,73905
2472,2014,Acura,Integra,base,116404,16487,Used,Individual Seller,71665
2473,2006,Hyundai,Tucson,base,136172,8635,Used,Dealership,10048
2474,2012,Subaru,Forester,base,132483,14611,Used,Individual Seller,22705
2475,2011,Volvo,XC90,sport,10083,21637,Used,Dealership,61484
2476,2020,Volvo,S70,base,17869,34272,Certified,Dealership,49765
2477,2017,Jeep,Wrangler,base,81886,17185,Used,Individual Seller,67126
2478,2007,Volkswagen,Passat,base,13996,34561,Used,Dealership,94686
2479,2009,Kia,Forte,base,65565,22980,Used,Individual Seller,93210
2480,2023,GMC,Sierra,base,61,46524,New,Dealership,10240
2481,2011,Jeep,Wrangler,luxury,126522,16617,Used,Dealership,95776
2482,2021,Buick,Regal,luxury,26657,14010,Certified,Dealership,22615
2483,2020,Mercedes,E-Class,sport,29844,21956,Certified,Dealership,44592
2484,2013,Ford,Fiesta,luxury,96513,8851,Used,Individual Seller,34224
2485,1997,GMC,Sierra,N/A,137652,11526,Used,Dealership,61075
2486,2001,Lincoln,Navigator,N/A,125163,10575,Used,Individual Seller,14325
2487,2009,Buick,LaCrosse,sport,71943,17838,Used,Individual Seller,90534
2488,2002,Honda,CR-V,N/A,119195,8229,Used,Dealership,23725
2489,2017,Volvo,XC90,base,29034,26913,Used,Individual Seller,60336
2490,2016,Lincoln,Navigator,base,39796,19961,Used,Dealership,65096
2491,2010,Jeep,Grand Cherokee,luxury,85454,19601,Used,Dealership,37586
2492,2020,BMW,X5,sport,33273,17521,Certified,Dealership,13934
2493,2019,BMW,3 Series,sport,12561,22987,Certified,Dealership,35529
2494,2012,Jeep,Grand Cherokee,sport,29650,17977,Used,Individual Seller,49945
2495,2002,Lincoln,Navigator,N/A,45738,25335,Used,Individual Seller,61856
2496,2003,Jeep,Grand Cherokee,N/A,12121,31886,Used,Individual Seller,96711
2497,2002,Toyota,Tacoma,N/A,104675,15819,Used,Individual Seller,79131
2498,2015,Toyota,Land Cruiser,base,135213,14354,Used,Individual Seller,86720
2499,1997,Chevrolet,Impala,N/A,100676,13492,Used,Dealership,30115
2500,2010,Lexus,ES300,luxury,23568,27619,Used,Individual Seller,33718
2501,1997,Volkswagen,Jetta,N/A,31211,25356,Used,Dealership,25846
2502,2015,Volvo,S70,luxury,112170,7859,Used,Individual Seller,68322
2503,2002,Volkswagen,Golf,N/A,127207,19908,Used,Dealership,95487
2504,2017,Ford,Focus,base,26373,14027,Used,Individual Seller,28868
2505,2016,Toyota,Tacoma,sport,50937,32071,Used,Dealership,34006
2506,2020,Lexus,ES300,sport,7343,33146,Certified,Dealership,21907
2507,1996,Mazda,CX-50,N/A,34401,17321,Used,Individual Seller,39829
2508,1999,Mercedes,GLE,N/A,73840,22433,Used,Dealership,94482
2509,2002,Audi,A6,N/A,109760,5718,Used,Individual Seller,78544
2510,2000,BMW,3 Series,N/A,57570,16750,Used,Dealership,65618
2511,2020,Lincoln,Navigator,base,12332,20196,Certified,Dealership,11736
2512,2023,Ford,Explorer,luxury,50,32338,New,Dealership,98512
2513,2003,Buick,LaCrosse,N/A,10743,35426,Used,Dealership,51049
2514,1996,Dodge,Ram 1500,N/A,128550,16354,Used,Individual Seller,22560
2515,2021,Hyundai,Sonata,sport,7319,24449,Certified,Dealership,79713
2516,1997,Nissan,Frontier,N/A,125353,13139,Used,Dealership,99459
2517,2010,Dodge,Ram 1500,sport,121455,9507,Used,Dealership,62804
2518,2021,Mazda,MX5,sport,11834,28006,Certified,Dealership,58189
2519,2016,Dodge,Ram 1500,base,69540,16316,Used,Dealership,64546
2520,2007,GMC,Yukon,base,138565,13106,Used,Individual Seller,49885
2521,2013,GMC,Sierra,base,147525,15156,Used,Individual Seller,93444
2522,1998,BMW,3 Series,N/A,72167,27042,Used,Dealership,36016
2523,1998,Mercedes,S-Class,N/A,65204,21728,Used,Dealership,33548
2524,2023,Kia,Sorento,base,89,37143,New,Dealership,37401
2525,1998,Chrysler,Town & Country,N/A,83989,6396,Used,Dealership,95845
2526,2015,Chevrolet,Suburban,sport,135022,13122,Used,Individual Seller,83688
2527,2002,BMW,5 Series,N/A,61539,19013,Used,Dealership,53319
2528,1997,Subaru,Outback,N/A,143014,10729,Used,Individual Seller,62633
2529,2023,Kia,Forte,sport,8,49677,New,Dealership,70228
2530,2000,Audi,A6,N/A,45438,15625,Used,Individual Seller,37712
2531,2011,Honda,CR-V,luxury,137243,5277,Used,Individual Seller,17737
2532,2021,Toyota,Land Cruiser,sport,19667,23982,Certified,Dealership,49820
2533,2020,Hyundai,Sonata,base,21285,10594,Certified,Dealership,82905
2534,2019,Acura,Integra,base,22762,12747,Certified,Dealership,47170
2535,2019,Chevrolet,Suburban,base,12843,21253,Certified,Dealership,12255
2536,2010,Jeep,Wrangler,base,147574,6390,Used,Dealership,83604
2537,2006,Kia,Sorento,sport,138011,14490,Used,Dealership,76789
2538,2001,Nissan,Altima,N/A,91256,9039,Used,Individual Seller,43840
2539,2007,Mercedes,C-Class,base,65542,24617,Used,Individual Seller,68998
2540,2016,Mercedes,GLE,sport,52634,26225,Used,Dealership,73500
2541,2003,Mazda,CX-90,N/A,38323,32658,Used,Dealership,85456
2542,1996,Chevrolet,Silverado,N/A,123895,16725,Used,Individual Seller,24869
2543,2005,Lexus,ES300,N/A,22612,35426,Used,Dealership,57848
2544,2005,BMW,5 Series,N/A,88272,15238,Used,Individual Seller,66452
2545,2021,Chrysler,300,sport,8753,27435,Certified,Dealership,24215
2546,2001,Buick,Regal,N/A,144762,12485,Used,Dealership,23014
2547,1996,Ford,Ranger,N/A,52553,31389,Used,Dealership,91734
2548,2012,Mercedes,GLE,base,80688,10524,Used,Individual Seller,22145
2549,2010,Acura,Integra,luxury,127052,9798,Used,Individual Seller,34598
2550,2000,Kia,K5,N/A,85826,6364,Used,Dealership,85237
2551,2016,Toyota,Corolla,base,77996,18936,Used,Dealership,96269
2552,2012,Ford,Explorer,base,128723,14369,Used,Individual Seller,73002
2553,2020,Jeep,Grand Cherokee,base,30184,16767,Certified,Dealership,42767
2554,2011,Hyundai,Santa Fe,sport,84947,5000,Used,Individual Seller,98663
2555,2010,Subaru,Outback,sport,71877,12746,Used,Dealership,82557
2556,2007,Honda,Pilot,base,14278,30793,Used,Dealership,50284
2557,2010,Hyundai,Santa Fe,luxury,148981,11082,Used,Individual Seller,18179
2558,2004,GMC,Envoy,N/A,144886,17157,Used,Individual Seller,58892
2559,1995,Buick,LaCrosse,N/A,30315,12680,Used,Dealership,66635
2560,2006,Buick,Regal,base,146059,13646,Used,Dealership,98850
2561,2018,BMW,X5,sport,5896,32136,Certified,Dealership,90212
2562,1998,BMW,X3,N/A,17813,9315,Used,Individual Seller,64081
2563,2004,Hyundai,Tucson,N/A,86844,19824,Used,Dealership,19277
2564,2017,Chrysler,300,base,84818,13697,Used,Dealership,30584
2565,1998,Chevrolet,Malibu,N/A,111193,11963,Used,Dealership,53644
2566,2014,Kia,Sorento,base,75332,6667,Used,Individual Seller,35811
2567,2019,Mazda,CX-5,base,26660,12600,Certified,Dealership,92291
2568,2007,GMC,Envoy,base,46547,27456,Used,Individual Seller,83580
2569,2003,Acura,Integra,N/A,70517,8106,Used,Individual Seller,70440
2570,2006,Jeep,Grand Cherokee,base,49610,29419,Used,Dealership,71667
2571,2005,Honda,HR-V,N/A,109331,12285,Used,Individual Seller,21084
2572,1995,Ford,F-150,N/A,52643,20458,Used,Individual Seller,27597
2573,1998,Buick,Regal,N/A,59620,18069,Used,Individual Seller,95611
2574,1995,Dodge,Ram 1500,N/A,13672,13756,Used,Individual Seller,86246
2575,2002,Subaru,Outback,N/A,36485,10257,Used,Individual Seller,43860
2576,2013,Acura,TL,luxury,69176,10414,Used,Individual Seller,70243
2577,2002,Audi,Q7,N/A,96709,6507,Used,Individual Seller,29416
2578,2022,Volvo,XC90,luxury,94,44471,New,Dealership,66932
2579,2008,Kia,Rio,luxury,50772,25412,Used,Dealership,81961
2580,2002,Chrysler,300,N/A,117425,13764,Used,Dealership,41648
2581,2005,GMC,Sierra,N/A,49384,8854,Used,Individual Seller,55882
2582,2014,Honda,Pilot,base,102566,13564,Used,Dealership,57513
2583,2014,Volvo,XC90,sport,14007,29174,Used,Individual Seller,94828
2584,2008,Buick,Regal,base,29269,23967,Used,Individual Seller,13793
2585,2015,Toyota,Avalon,base,92854,19972,Used,Dealership,24331
2586,2010,Lincoln,Navigator,luxury,50741,10502,Used,Dealership,43286
2587,2023,Volkswagen,Passat,base,70,32350,New,Dealership,19713
2588,2007,Buick,LaCrosse,base,60495,12692,Used,Individual Seller,32515
2589,2017,Mercedes,GLE,sport,25372,12690,Used,Individual Seller,75245
2590,1997,Nissan,Altima,N/A,91447,18655,Used,Dealership,59597
2591,2009,Acura,TL,base,28704,20615,Used,Dealership,75665
2592,2021,Lexus,ES,sport,32536,19190,Certified,Dealership,28362
2593,2014,Jeep,Wrangler,luxury,117286,7117,Used,Dealership,72672
2594,1998,Chevrolet,Equinox,N/A,137620,8367,Used,Dealership,91427
2595,2023,Chevrolet,Impala,base,10,42044,New,Dealership,39549
2596,2023,Acura,Integra,base,58,44306,New,Dealership,35174
2597,2022,Honda,HR-V,base,80,41731,New,Dealership,73430
2598,2009,Nissan,Maxima,base,131547,6185,Used,Individual Seller,86131
2599,2011,Nissan,Rogue,base,111951,8323,Used,Dealership,26147
2600,2021,Toyota,4Runner,sport,34686,23503,Certified,Dealership,20011
2601,2020,Honda,Accord,base,27049,13857,Certified,Dealership,95177
2602,1996,BMW,X3,N/A,49149,17149,Used,Individual Seller,83205
2603,1998,Nissan,Rogue,N/A,93703,10036,Used,Dealership,36281
2604,2009,Chrysler,Town & Country,sport,82337,17453,Used,Individual Seller,90736
2605,2019,Nissan,Altima,sport,28427,10161,Certified,Dealership,88291
2606,1997,Chrysler,Town & Country,N/A,116400,6311,Used,Individual Seller,16231
2607,2019,Mercedes,E-Class,sport,20074,23754,Certified,Dealership,99211
2608,2012,Honda,CR-V,base,27085,27006,Used,Dealership,45061
2609,1997,Hyundai,Sonata,N/A,14997,14791,Used,Dealership,31310
2610,2005,Nissan,Maxima,N/A,106770,6105,Used,Individual Seller,69026
2611,2015,Audi,A3,base,89693,19681,Used,Dealership,12251
2612,2008,Nissan,Rogue,sport,34055,23768,Used,Dealership,48985
2613,2014,Volvo,S60,base,91838,11446,Used,Dealership,62660
2614,2008,GMC,Yukon,base,86789,17459,Used,Individual Seller,93118
2615,1996,GMC,Envoy,N/A,144323,6912,Used,Dealership,14433
2616,2016,Toyota,Highlander,base,87284,6041,Used,Individual Seller,74958
2617,2020,Volvo,S60,base,31150,13786,Certified,Dealership,79513
2618,2003,Buick,Regal,N/A,144676,13517,Used,Individual Seller,38512
2619,2002,Buick,Regal,N/A,83823,7991,Used,Dealership,61014
2620,2014,Lincoln,Navigator,sport,140090,17544,Used,Dealership,71984
2621,2019,Honda,CR-V,sport,16181,21040,Certified,Dealership,74341
2622,2017,Mercedes,S-Class,base,106063,10408,Used,Individual Seller,67604
2623,2005,BMW,5 Series,N/A,130949,5275,Used,Individual Seller,57244
2624,2019,Acura,Integra,base,18600,27463,Certified,Dealership,52973
2625,2007,BMW,5 Series,luxury,41285,13708,Used,Individual Seller,33846
2626,2011,Mazda,3,luxury,71458,18834,Used,Dealership,67026
2627,2020,Subaru,WRX,sport,16181,28121,Certified,Dealership,10116
2628,2019,Acura,TL,base,10413,17685,Certified,Dealership,17759
2629,2016,Audi,A4,base,130853,8020,Used,Individual Seller,11426
2630,2003,Nissan,Rogue,N/A,11420,34253,Used,Individual Seller,92967
2631,2013,Lexus,GS350,sport,128401,13955,Used,Dealership,45095
2632,2002,Toyota,Tacoma,N/A,18738,31787,Used,Individual Seller,16333
2633,2000,Acura,Integra,N/A,100993,7760,Used,Dealership,52261
2634,2012,Buick,LaCrosse,base,111988,13173,Used,Dealership,31569
2635,2007,Chrysler,300,base,13567,25059,Used,Dealership,77052
2636,2002,Chrysler,300,N/A,141522,7816,Used,Dealership,91250
2637,2007,Subaru,Outback,sport,26908,11332,Used,Individual Seller,30489
2638,1997,Ford,Ranger,N/A,126166,18814,Used,Dealership,56303
2639,1999,Hyundai,Santa Fe,N/A,44125,24094,Used,Dealership,37482
2640,1996,Nissan,Altima,N/A,44763,31379,Used,Dealership,70217
2641,1998,Mercedes,GLE,N/A,63806,10235,Used,Dealership,61701
2642,2001,Acura,Integra,N/A,71259,14380,Used,Individual Seller,63332
2643,2015,Lincoln,Navigator,base,105621,6058,Used,Dealership,90070
2644,2005,Acura,TL,N/A,13927,15564,Used,Individual Seller,67016
2645,2002,Mercedes,GLA,N/A,78369,12631,Used,Individual Seller,96939
2646,2020,Ford,Taurus,base,25772,24982,Certified,Dealership,23608
2647,2001,Acura,TL,N/A,90635,9123,Used,Individual Seller,40066
2648,2008,Honda,HR-V,base,141095,7058,Used,Individual Seller,89954
2649,2021,Kia,Forte,base,11623,15953,Certified,Dealership,95524
2650,2018,Dodge,Durango,luxury,32946,18333,Certified,Dealership,67475
2651,2002,Honda,Accord,N/A,86740,10660,Used,Dealership,87560
2652,2017,Subaru,Outback,base,27161,23544,Used,Dealership,23441
2653,2009,Ford,Ranger,base,78875,5249,Used,Individual Seller,59461
2654,2018,Ford,Taurus,sport,28482,18456,Certified,Dealership,55822
2655,1999,Nissan,Murano,N/A,139888,18884,Used,Dealership,60668
2656,2014,Kia,Sorento,luxury,129942,9955,Used,Individual Seller,67433
2657,2021,Acura,Integra,base,26670,21166,Certified,Dealership,17750
2658,2016,Ford,Escape,base,98074,6711,Used,Individual Seller,12215
2659,2017,Volvo,XC90,sport,18446,16441,Used,Dealership,59935
2660,2019,Lexus,GS350,base,13405,16415,Certified,Dealership,66955
2661,2014,Toyota,RAV4,sport,15173,25467,Used,Dealership,81179
2662,2017,Lexus,GS350,base,114722,16993,Used,Individual Seller,74324
2663,2010,Volvo,S70,sport,141400,7472,Used,Dealership,12697
2664,2021,Subaru,WRX,base,21109,24835,Certified,Dealership,41843
2665,2010,Volvo,XC90,luxury,21232,30315,Used,Dealership,36848
2666,2023,BMW,X5,sport,64,32700,New,Dealership,42282
2667,2023,Nissan,Frontier,base,62,41439,New,Dealership,84614
2668,2003,Toyota,Highlander,N/A,105762,7884,Used,Dealership,84539
2669,2022,BMW,X3,base,54,40217,New,Dealership,71973
2670,2007,Lexus,ES300,base,134395,10991,Used,Dealership,13854
2671,2005,Dodge,Charger,N/A,81974,9513,Used,Dealership,15440
2672,2007,BMW,X3,sport,110895,14665,Used,Individual Seller,84607
2673,2003,Subaru,Forester,N/A,54168,14442,Used,Dealership,74018
2674,2012,Chrysler,300,base,64154,18605,Used,Individual Seller,44933
2675,2023,BMW,5 Series,sport,62,35066,New,Dealership,55493
2676,2008,Audi,A4,base,71473,7620,Used,Individual Seller,23344
2677,2011,Lincoln,Navigator,luxury,114666,5170,Used,Individual Seller,76401
2678,2013,Volvo,XC90,luxury,62141,18011,Used,Dealership,63928
2679,2014,Honda,Pilot,base,106775,11275,Used,Dealership,94048
2680,2016,Audi,Q5,base,12991,21468,Used,Individual Seller,58871
2681,2014,Dodge,Ram 1500,base,118945,8747,Used,Dealership,25095
2682,2013,Volkswagen,Passat,base,79958,11148,Used,Individual Seller,23727
2683,2023,Lincoln,Navigator,sport,55,21214,New,Dealership,87004
2684,2007,Lincoln,Navigator,base,10798,13393,Used,Dealership,55521
2685,2002,Nissan,Maxima,N/A,111874,7665,Used,Dealership,76051
2686,2019,Dodge,Charger,base,8672,16097,Certified,Dealership,51933
2687,2015,Mercedes,GLE,base,100820,14521,Used,Individual Seller,64237
2688,2005,Audi,A3,N/A,37615,18579,Used,Individual Seller,66423
2689,1999,Ford,Explorer,N/A,42408,18840,Used,Individual Seller,58767
2690,2003,Acura,Integra,N/A,88046,9002,Used,Individual Seller,48899
2691,2002,Mazda,MX5,N/A,108888,7652,Used,Dealership,25097
2692,2007,Audi,A6,base,87528,18240,Used,Dealership,97885
2693,2001,Audi,A4,N/A,66214,14825,Used,Dealership,62272
2694,2023,Nissan,Pathfinder,sport,52,28890,New,Dealership,86883
2695,2002,Lexus,GS,N/A,105136,14361,Used,Individual Seller,94249
2696,1999,Buick,Regal,N/A,101771,13562,Used,Dealership,50058
2697,2015,Mercedes,GLA,base,103664,6648,Used,Dealership,64579
2698,2001,Nissan,Maxima,N/A,59321,28528,Used,Dealership,11512
2699,2021,Nissan,Rogue,sport,21357,16750,Certified,Dealership,28320
2700,2011,Lexus,ES300,sport,107129,16553,Used,Individual Seller,38758
2701,2023,Mazda,CX-5,sport,2,33988,New,Dealership,99784
2702,1996,Acura,Integra,N/A,12194,24583,Used,Dealership,57869
2703,2002,Jeep,Grand Cherokee,N/A,145678,17905,Used,Dealership,60997
2704,1998,Chevrolet,Impala,N/A,123920,10661,Used,Dealership,48513
2705,2023,Volvo,S60,base,69,36574,New,Dealership,36195
2706,2010,Chevrolet,Malibu,base,120534,16240,Used,Individual Seller,26603
2707,2011,Toyota,4Runner,base,79036,8366,Used,Individual Seller,33549
2708,2010,Chrysler,300,base,67209,11935,Used,Dealership,21901
2709,2018,Hyundai,Tucson,base,18931,27086,Certified,Dealership,43172
2710,2000,Jeep,Wrangler,N/A,18015,18959,Used,Individual Seller,67316
2711,2018,Honda,HR-V,sport,15548,16293,Certified,Dealership,89142
2712,2003,Jeep,Wrangler,N/A,119356,15213,Used,Dealership,35061
2713,2019,Nissan,Murano,base,10271,33546,Certified,Dealership,76717
2714,2015,Jeep,Wrangler,base,114097,15888,Used,Individual Seller,92127
2715,2010,Subaru,WRX,base,118113,11876,Used,Individual Seller,72602
2716,2021,Acura,Integra,base,13934,29096,Certified,Dealership,38344
2717,2019,Toyota,Camry,base,19338,15308,Certified,Dealership,97188
2718,2008,Ford,Explorer,sport,141208,6056,Used,Individual Seller,87498
2719,2017,Lexus,GS350,luxury,34458,23562,Used,Individual Seller,72388
2720,2017,GMC,Yukon,sport,131591,14284,Used,Dealership,51978
2721,2004,Lincoln,Navigator,N/A,118825,12619,Used,Dealership,40578
2722,2013,Toyota,4Runner,sport,141287,13579,Used,Dealership,68213
2723,2016,Hyundai,Santa Fe,sport,11234,13979,Used,Dealership,42059
2724,2005,Volvo,XC90,N/A,52750,13885,Used,Dealership,57344
2725,2010,BMW,X3,base,85323,16937,Used,Individual Seller,72104
2726,2023,Audi,Q5,base,30,20628,New,Dealership,16884
2727,1998,Subaru,Forester,N/A,16299,25299,Used,Dealership,80435
2728,2020,Acura,TL,sport,17546,18899,Certified,Dealership,16952
2729,2004,Nissan,Murano,N/A,146120,15701,Used,Individual Seller,30625
2730,1999,Toyota,4Runner,N/A,104484,9280,Used,Individual Seller,50433
2731,2005,Jeep,Grand Cherokee,N/A,147480,13139,Used,Dealership,92032
2732,2021,Subaru,Outback,luxury,11124,30463,Certified,Dealership,93535
2733,2021,Lexus,GS,sport,33492,23920,Certified,Dealership,87694
2734,2009,Ford,Focus,sport,64836,8892,Used,Individual Seller,10607
2735,2004,Dodge,Durango,N/A,70971,30686,Used,Dealership,28353
2736,2008,BMW,5 Series,base,90636,5026,Used,Dealership,21786
