Vehicle_ID,Year,Make,Model,Trim,Miles,Sold For,Status,Sold By,Zip Code Sold
4769,1998,Lexus,ES,N/A,58379,24236,Used,Dealership,83932
4770,2004,Mercedes,GLE,N/A,24551,9138,Used,Individual Seller,62695
4771,1996,Acura,Integra,N/A,79683,17463,Used,Individual Seller,76582
4772,2018,Ford,Explorer,base,12268,33586,Certified,Dealership,51387
4773,1997,Toyota,Tacoma,N/A,148046,6041,Used,Individual Seller,78996
4774,2007,Mercedes,GLA,base,17190,25987,Used,Dealership,62638
4775,1999,Volvo,S70,N/A,78928,5175,Used,Dealership,30847
4776,2007,Acura,Integra,base,142268,13198,Used,Individual Seller,35309
4777,2003,Honda,HR-V,N/A,117940,10280,Used,Individual Seller,96232
4778,2016,Dodge,Ram 1500,sport,139206,8433,Used,Dealership,59416
4779,2017,Dodge,Ram 1500,sport,13542,12618,Used,Dealership,49434
4780,2013,Lexus,GS350,sport,133809,17644,Used,Dealership,29400
4781,2003,Mazda,CX-5,N/A,89316,9290,Used,Individual Seller,85183
4782,2023,Lexus,GS,sport,71,22368,New,Dealership,64941
4783,2001,Kia,Sorento,N/A,143146,7072,Used,Dealership,26527
4784,2018,Kia,Rio,base,21204,19607,Certified,Dealership,96091
4785,2003,Acura,TL,N/A,83053,9208,Used,Dealership,25946
4786,2020,Buick,LaCrosse,sport,31322,11890,Certified,Dealership,88389
4787,2009,Buick,LaCrosse,base,116891,15521,Used,Dealership,58857
4788,2022,Chevrolet,Suburban,sport,68,41193,New,Dealership,41106
4789,1995,Jeep,Wrangler,N/A,95721,5868,Used,Individual Seller,80950
4790,2021,Volkswagen,Passat,base,25526,14650,Certified,Dealership,56187
4791,2020,Volkswagen,Atlas,luxury,33245,10514,Certified,Dealership,18977
4792,2016,Kia,K5,sport,98605,5380,Used,Individual Seller,30786
4793,2002,Volvo,S60,N/A,147370,15484,Used,Dealership,11635
4794,2009,Jeep,Wrangler,base,45642,18894,Used,Dealership,40697
4795,2003,BMW,5 Series,N/A,89085,10881,Used,Individual Seller,10050
4796,1998,Honda,Pilot,N/A,119710,15987,Used,Individual Seller,77444
4797,2006,Nissan,Altima,sport,74058,14318,Used,Individual Seller,46760
4798,2002,Chevrolet,Malibu,N/A,116729,16207,Used,Individual Seller,92157
4799,2005,Honda,Accord,N/A,90601,5160,Used,Dealership,91958
4800,2023,BMW,X5,base,88,41790,New,Dealership,23951
4801,2002,Kia,Sportage,N/A,35044,18037,Used,Dealership,80207
4802,1995,Subaru,Forester,N/A,112703,15460,Used,Individual Seller,70759
4803,2012,Chevrolet,Suburban,sport,106086,7169,Used,Dealership,23267
4804,2008,Jeep,Wrangler,sport,142410,13440,Used,Dealership,16751
4805,2020,Ford,Focus,luxury,13685,23270,Certified,Dealership,22798
4806,1997,Dodge,Durango,N/A,85236,6420,Used,Individual Seller,78435
4807,1996,BMW,X5,N/A,65056,10053,Used,Individual Seller,45870
4808,1998,Lincoln,Navigator,N/A,43692,24579,Used,Individual Seller,51386
4809,2018,Volkswagen,Golf,sport,26381,12767,Certified,Dealership,39767
4810,2005,Buick,LaCrosse,N/A,97441,16549,Used,Individual Seller,44094
4811,2022,Lincoln,Navigator,sport,5,47983,New,Dealership,70116
4812,2000,Subaru,WRX,N/A,29845,25493,Used,Individual Seller,29694
4813,2013,Subaru,Outback,base,34991,20268,Used,Individual Seller,89675
4814,2019,Chevrolet,Malibu,sport,6866,21758,Certified,Dealership,40540
4815,2018,Mazda,CX-90,sport,31079,14015,Certified,Dealership,47552
4816,2000,Chevrolet,Suburban,N/A,36645,12640,Used,Individual Seller,24095
4817,1999,Audi,Q7,N/A,93970,9797,Used,Dealership,68788
4818,2008,Jeep,Wrangler,base,143610,8017,Used,Individual Seller,95868
4819,2009,Toyota,Highlander,base,77096,17134,Used,Dealership,40948
4820,1999,Honda,Civic,N/A,12500,11317,Used,Dealership,60154
4821,2011,Jeep,Wrangler,base,141047,11936,Used,Individual Seller,35741
4822,2009,Jeep,Wrangler,base,37523,32492,Used,Dealership,28981
4823,1996,Nissan,Maxima,N/A,93425,11392,Used,Dealership,85025
4824,1998,Hyundai,Santa Fe,N/A,93088,9881,Used,Dealership,90889
4825,2021,BMW,X3,base,16029,33012,Certified,Dealership,83853
4826,2008,Hyundai,Santa Fe,base,128033,18855,Used,Dealership,82212
4827,1999,Ford,Ranger,N/A,94275,12849,Used,Individual Seller,55276
4828,1996,Audi,A4,N/A,100176,12963,Used,Individual Seller,52167
4829,2005,Dodge,Grand Caravan,N/A,16147,21099,Used,Individual Seller,52064
4830,2005,Volkswagen,Golf,N/A,31664,33542,Used,Dealership,95224
4831,2017,Subaru,WRX,luxury,58268,28832,Used,Dealership,37215
4832,1999,Jeep,Grand Cherokee,N/A,41499,16026,Used,Individual Seller,18622
4833,2023,Nissan,Pathfinder,base,12,26905,New,Dealership,62385
4834,2017,Dodge,Grand Caravan,luxury,78366,14958,Used,Individual Seller,76587
4835,2005,Honda,Pilot,N/A,111110,17030,Used,Individual Seller,90303
4836,1995,Lincoln,Navigator,N/A,25815,12943,Used,Dealership,25839
4837,2022,Buick,LaCrosse,base,83,49336,New,Dealership,59426
4838,2023,Audi,A6,sport,46,23137,New,Dealership,85345
4839,1995,Jeep,Grand Cherokee,N/A,132965,8017,Used,Individual Seller,96560
4840,2020,Mazda,CX-5,sport,23136,21382,Certified,Dealership,29698
4841,2005,Ford,Escape,N/A,91083,12007,Used,Individual Seller,53226
4842,2003,Audi,A6,N/A,27763,34382,Used,Dealership,10646
4843,2012,Ford,Ranger,base,121029,18254,Used,Dealership,28557
4844,1997,Mercedes,GLA,N/A,109037,9581,Used,Dealership,86531
4845,1996,Toyota,Tacoma,N/A,99743,13164,Used,Dealership,28214
4846,2017,Toyota,Land Cruiser,base,38398,33506,Used,Dealership,64115
4847,2007,Subaru,Outback,base,126047,9624,Used,Individual Seller,48372
4848,1995,GMC,Sierra,N/A,139760,6108,Used,Dealership,24202
4849,2002,GMC,Envoy,N/A,19796,15975,Used,Individual Seller,72065
4850,2016,Hyundai,Elantra,base,107241,13681,Used,Dealership,10170
4851,2000,Honda,Pilot,N/A,118207,16848,Used,Individual Seller,33832
4852,1996,Volvo,S60,N/A,125459,14435,Used,Dealership,57227
4853,1995,Lexus,ES300,N/A,38913,18418,Used,Dealership,10347
4854,2020,Mazda,MX5,base,5607,28370,Certified,Dealership,67843
4855,2005,Subaru,Forester,N/A,131802,8408,Used,Dealership,19297
4856,2019,Lincoln,Navigator,base,15426,15205,Certified,Dealership,61026
4857,2006,Subaru,WRX,base,92423,12233,Used,Dealership,15478
4858,1995,Audi,A6,N/A,108749,7297,Used,Individual Seller,51630
4859,2015,Toyota,Highlander,base,109927,15261,Used,Dealership,74970
4860,1999,Toyota,4Runner,N/A,58364,12221,Used,Individual Seller,92494
4861,2005,Dodge,Charger,N/A,143997,19469,Used,Dealership,99937
4862,2010,Lexus,RX,base,148814,13383,Used,Dealership,70578
4863,2015,Kia,Sorento,base,31661,16592,Used,Dealership,88216
4864,2003,Lincoln,Navigator,N/A,110798,5300,Used,Dealership,62288
4865,2012,Subaru,Outback,base,95236,14717,Used,Dealership,62148
4866,2002,Jeep,Wrangler,N/A,80965,6641,Used,Dealership,89273
4867,2012,Volkswagen,Jetta,sport,11497,12345,Used,Dealership,88672
4868,2006,Volvo,S70,base,137353,17488,Used,Dealership,11254
4869,1996,Toyota,Tacoma,N/A,73822,28289,Used,Dealership,73261
4870,2004,Buick,Regal,N/A,82218,12436,Used,Individual Seller,70252
4871,2020,Lincoln,Navigator,base,18532,26882,Certified,Dealership,53834
4872,2017,Mercedes,GLE,sport,95024,16656,Used,Dealership,44349
4873,1996,Lexus,GS,N/A,137235,16646,Used,Dealership,80101
4874,2022,Nissan,Maxima,base,51,48055,New,Dealership,38336
4875,2001,Volvo,XC90,N/A,141434,17962,Used,Dealership,75423
4876,1998,Acura,Integra,N/A,120697,12987,Used,Dealership,76480
4877,2000,Hyundai,Elantra,N/A,61714,11052,Used,Individual Seller,24619
4878,1999,Kia,Forte,N/A,30265,23294,Used,Individual Seller,54415
4879,2018,Volvo,S60,sport,26430,14121,Certified,Dealership,46381
4880,2007,Volkswagen,Golf,base,143326,15125,Used,Dealership,65882
4881,2023,Subaru,WRX,base,74,27418,New,Dealership,57082
4882,2020,Lincoln,Navigator,base,31553,21380,Certified,Dealership,91629
4883,2013,Ford,F-150,luxury,31112,14830,Used,Dealership,81435
4884,2010,Audi,Q7,base,103839,16927,Used,Individual Seller,57841
4885,2021,Mazda,MX5,base,31159,20452,Certified,Dealership,77354
4886,2004,Hyundai,Elantra,N/A,61291,7734,Used,Individual Seller,89285
4887,2017,Toyota,Corolla,sport,36648,34256,Used,Dealership,59224
4888,2006,Volkswagen,Atlas,base,132148,15638,Used,Dealership,33711
4889,2011,Acura,TL,sport,59144,24603,Used,Dealership,72273
4890,2005,Lincoln,Navigator,N/A,118493,13286,Used,Individual Seller,71428
4891,2013,Chrysler,Town & Country,sport,34488,25140,Used,Dealership,33149
4892,2004,Subaru,Outback,N/A,53195,27788,Used,Dealership,45243
4893,2020,Honda,CR-V,base,18239,23701,Certified,Dealership,52065
4894,1998,Acura,TL,N/A,16551,37940,Used,Dealership,59893
4895,2008,Lexus,ES300,luxury,110899,11790,Used,Individual Seller,69587
4896,2005,GMC,Yukon,N/A,36731,23042,Used,Individual Seller,13619
4897,2000,Hyundai,Elantra,N/A,22882,33837,Used,Dealership,64965
4898,2004,Buick,Regal,N/A,51758,25155,Used,Individual Seller,50661
4899,2000,Volkswagen,Tiguan,N/A,23548,10967,Used,Dealership,87015
4900,2005,Nissan,Altima,N/A,79084,13549,Used,Individual Seller,39533
4901,2015,Hyundai,Sonata,base,113226,9722,Used,Individual Seller,22905
4902,1998,Chevrolet,Equinox,N/A,125546,15619,Used,Individual Seller,15220
4903,2004,Mazda,MX5,N/A,98749,9806,Used,Dealership,48275
4904,2012,Audi,A6,sport,81634,6199,Used,Individual Seller,11104
4905,2017,BMW,X3,base,92753,7832,Used,Individual Seller,65203
4906,2002,Nissan,Pathfinder,N/A,126555,7232,Used,Individual Seller,53974
4907,2018,Chrysler,300,base,26985,17019,Certified,Dealership,52577
4908,2000,Lexus,ES,N/A,64687,22365,Used,Individual Seller,97039
4909,2012,GMC,Sierra,base,30605,9647,Used,Individual Seller,85113
4910,2009,Nissan,Altima,base,110020,18030,Used,Dealership,45123
4911,2005,Buick,LaCrosse,N/A,104614,18382,Used,Dealership,83621
4912,2012,Audi,Q5,luxury,12778,38874,Used,Dealership,26671
4913,2018,Volkswagen,Atlas,base,18534,16525,Certified,Dealership,93872
4914,2010,Mazda,CX-90,luxury,117127,10250,Used,Individual Seller,52937
4915,2015,BMW,3 Series,luxury,93661,14177,Used,Dealership,75880
4916,2003,Volvo,XC90,N/A,11642,8909,Used,Individual Seller,41742
4917,2009,Buick,Regal,luxury,105902,9939,Used,Individual Seller,59823
4918,2006,Chrysler,Town & Country,base,146530,9768,Used,Dealership,80524
4919,2003,Kia,Sportage,N/A,94756,18033,Used,Dealership,60030
4920,2020,Acura,Integra,base,13198,34036,Certified,Dealership,49028
4921,2004,Subaru,Forester,N/A,145581,8759,Used,Individual Seller,89280
4922,1996,Volkswagen,Passat,N/A,120790,16702,Used,Dealership,93265
4923,2017,Lexus,LS,luxury,52392,20442,Used,Individual Seller,92093
4924,2003,Mazda,CX-90,N/A,87428,16709,Used,Dealership,31852
4925,2019,Kia,Sorento,sport,34097,21079,Certified,Dealership,93504
4926,2010,BMW,X5,luxury,94453,18076,Used,Dealership,64207
4927,2016,Dodge,Grand Caravan,sport,58186,14106,Used,Dealership,43028
4928,1999,Lexus,LS,N/A,119788,17141,Used,Dealership,38963
4929,2000,Chevrolet,Impala,N/A,66061,24752,Used,Dealership,61102
4930,1999,Toyota,Land Cruiser,N/A,111412,17464,Used,Individual Seller,51325
4931,2007,Buick,LaCrosse,base,33302,11034,Used,Individual Seller,44108
4932,2006,Mazda,CX-50,base,132047,9664,Used,Individual Seller,81956
4933,2008,Audi,A6,luxury,91994,15885,Used,Dealership,71113
4934,2003,Kia,Forte,N/A,82102,11758,Used,Dealership,20534
4935,2020,Audi,Q5,sport,6759,24730,Certified,Dealership,63289
4936,2013,Mazda,CX-5,base,74154,24171,Used,Individual Seller,72306
4937,2016,Mercedes,C-Class,base,17743,32375,Used,Individual Seller,57782
4938,2012,Lincoln,Navigator,base,136535,13115,Used,Dealership,51311
4939,1998,Nissan,Altima,N/A,138747,12345,Used,Individual Seller,52032
4940,2005,Toyota,Camry,N/A,30930,11893,Used,Individual Seller,56854
4941,1998,BMW,X3,N/A,127482,5264,Used,Individual Seller,25682
4942,2023,Jeep,Wrangler,base,17,37555,New,Dealership,74513
4943,2010,Honda,Civic,sport,38193,29064,Used,Dealership,55115
4944,2008,Buick,Regal,base,100823,13954,Used,Dealership,52999
4945,2006,Mazda,MX5,base,86198,13728,Used,Individual Seller,49636
4946,2010,Honda,HR-V,sport,66720,31390,Used,Dealership,13682
4947,2023,Chevrolet,Equinox,base,78,42223,New,Dealership,85195
4948,1995,GMC,Envoy,N/A,108507,13735,Used,Dealership,70859
4949,1997,Honda,Civic,N/A,66128,17854,Used,Individual Seller,15985
4950,2004,Chevrolet,Impala,N/A,43782,19194,Used,Dealership,43173
4951,2007,Nissan,Pathfinder,base,147005,11480,Used,Individual Seller,53726
4952,2007,Buick,LaCrosse,base,149400,10796,Used,Dealership,28733
4953,1998,Subaru,Outback,N/A,85446,6554,Used,Individual Seller,96023
4954,2009,Buick,LaCrosse,luxury,136051,5155,Used,Individual Seller,56010
4955,2011,Mazda,CX-90,base,111025,8236,Used,Individual Seller,66282
4956,2018,Honda,HR-V,base,24368,17151,Certified,Dealership,54590
4957,1998,Acura,TL,N/A,55095,12928,Used,Dealership,12425
4958,2021,Dodge,Grand Caravan,sport,5453,28890,Certified,Dealership,33103
4959,1996,Toyota,4Runner,N/A,46416,20124,Used,Individual Seller,32398
4960,2013,Toyota,Corolla,base,41704,21284,Used,Individual Seller,23979
4961,2020,Honda,Accord,sport,7686,28926,Certified,Dealership,96800
4962,1997,Lincoln,Navigator,N/A,69311,16950,Used,Dealership,28106
4963,2020,Chevrolet,Tahoe,base,6493,31351,Certified,Dealership,20384
4964,2004,Mercedes,S-Class,N/A,34650,10547,Used,Individual Seller,16680
4965,2000,Audi,Q7,N/A,134788,7296,Used,Individual Seller,82371
4966,2001,Buick,Regal,N/A,59629,33153,Used,Dealership,37859
4967,2007,Toyota,RAV4,sport,18851,9613,Used,Individual Seller,74303
4968,2007,Kia,K5,sport,40993,20960,Used,Individual Seller,29818
4969,2022,Lexus,ES300,luxury,81,32319,New,Dealership,47592
4970,2018,Buick,Regal,base,10948,29995,Certified,Dealership,31017
4971,2015,GMC,Sierra,base,67566,26260,Used,Dealership,82736
4972,2005,Chrysler,Town & Country,N/A,133631,11310,Used,Dealership,66732
4973,2011,Nissan,Maxima,sport,137416,10285,Used,Individual Seller,16921
4974,2007,Lincoln,Navigator,base,50441,29418,Used,Dealership,30021
4975,2019,Mercedes,E-Class,sport,11701,29319,Certified,Dealership,94281
4976,2007,Toyota,Highlander,sport,54352,26959,Used,Dealership,80197
4977,1999,Ford,Mustang,N/A,61063,22424,Used,Individual Seller,36756
4978,1997,Chrysler,300,N/A,48464,32371,Used,Dealership,75600
4979,2005,Dodge,Durango,N/A,99309,8884,Used,Dealership,65570
4980,2006,Lexus,GS350,sport,78049,18637,Used,Dealership,64641
4981,2010,Hyundai,Tucson,sport,61293,16281,Used,Dealership,31920
4982,2004,Chrysler,300,N/A,71019,22867,Used,Dealership,15937
4983,2002,Toyota,Highlander,N/A,86950,15750,Used,Individual Seller,75563
4984,2008,BMW,X3,sport,33401,20866,Used,Dealership,95022
4985,1996,Chevrolet,Suburban,N/A,86473,10192,Used,Individual Seller,92735
4986,2001,Lexus,GS,N/A,146226,13301,Used,Individual Seller,80340
4987,2007,Dodge,Ram 1500,base,133850,11447,Used,Individual Seller,47898
4988,2015,Mercedes,C-Class,base,59378,11673,Used,Dealership,15519
4989,2017,Acura,Integra,base,89460,15125,Used,Dealership,75077
4990,1995,Subaru,Outback,N/A,18566,33026,Used,Individual Seller,37746
4991,2014,Buick,Regal,base,23938,37067,Used,Dealership,53994
4992,2011,Lincoln,Navigator,base,96534,12634,Used,Individual Seller,78179
4993,2009,Nissan,Rogue,sport,96991,5818,Used,Individual Seller,38166
4994,2010,Mazda,CX-5,base,46837,17380,Used,Dealership,89451
4995,2010,Acura,TL,sport,105351,5800,Used,Individual Seller,65343
4996,1999,Acura,Integra,N/A,42845,20151,Used,Individual Seller,64728
4997,2016,Jeep,Grand Cherokee,luxury,77318,14230,Used,Individual Seller,32617
4998,2013,Chevrolet,Malibu,sport,118885,16561,Used,Individual Seller,44612
4999,2016,Honda,HR-V,base,114978,10782,Used,Individual Seller,73294
5000,2011,Buick,LaCrosse,base,20546,32066,Used,Dealership,68429
5001,1995,Lexus,LS,N/A,30592,15082,Used,Dealership,80700
5002,2023,Audi,A3,sport,23,31942,New,Dealership,90573
5003,2011,Nissan,Pathfinder,base,58999,21210,Used,Individual Seller,35710
5004,2007,Mercedes,S-Class,luxury,66641,7618,Used,Individual Seller,37471
5005,2018,Dodge,Charger,base,25970,19861,Certified,Dealership,77146
5006,2022,Lexus,ES,base,4,32585,New,Dealership,82057
5007,2001,Volvo,S60,N/A,72770,30150,Used,Dealership,16179
5008,2004,Chrysler,300,N/A,28114,30029,Used,Dealership,93751
5009,2000,Hyundai,Tucson,N/A,131516,14194,Used,Individual Seller,96625
5010,1998,Mercedes,E-Class,N/A,52521,23743,Used,Dealership,78407
5011,2015,Hyundai,Elantra,base,130496,5200,Used,Individual Seller,74000
5012,2016,Lincoln,Navigator,sport,27273,11075,Used,Individual Seller,18360
5013,2020,Volkswagen,Golf,sport,27878,10722,Certified,Dealership,51523
5014,2004,Hyundai,Santa Fe,N/A,14574,13631,Used,Individual Seller,69493
5015,2013,Honda,CR-V,base,40911,30411,Used,Dealership,71129
5016,2006,Chrysler,300,base,36943,24443,Used,Individual Seller,75759
5017,2019,Lexus,ES,sport,27457,10761,Certified,Dealership,64263
5018,2007,Chevrolet,Equinox,sport,60149,11837,Used,Individual Seller,61837
5019,2006,Audi,Q5,sport,59796,23993,Used,Dealership,20219
5020,2005,Mercedes,GLA,N/A,41135,21402,Used,Dealership,86621
5021,2014,Mercedes,GLA,sport,50457,25013,Used,Individual Seller,63966
5022,2010,Jeep,Wrangler,sport,39441,11376,Used,Individual Seller,28796
5023,1997,Chevrolet,Suburban,N/A,33806,11737,Used,Individual Seller,65464
5024,2004,Mazda,MX5,N/A,61182,12362,Used,Dealership,98808
5025,2011,Acura,Integra,sport,72778,22222,Used,Dealership,40872
5026,2012,Chevrolet,Suburban,luxury,58189,17305,Used,Dealership,72783
5027,1996,Buick,LaCrosse,N/A,90329,6082,Used,Individual Seller,30003
5028,2022,Toyota,Tacoma,base,75,24368,New,Dealership,30837
5029,2023,GMC,Envoy,base,87,37299,New,Dealership,84203
5030,2004,Acura,TL,N/A,59262,20627,Used,Individual Seller,66210
5031,2021,GMC,Sierra,luxury,18833,15230,Certified,Dealership,41287
5032,1999,Mercedes,E-Class,N/A,26874,18244,Used,Individual Seller,54732
5033,2004,Lincoln,Navigator,N/A,70577,26032,Used,Individual Seller,55643
5034,2007,Chrysler,300,base,24361,19192,Used,Dealership,68268
5035,2006,Nissan,Pathfinder,luxury,142196,5557,Used,Individual Seller,79610
5036,2005,Jeep,Grand Cherokee,N/A,46905,22189,Used,Individual Seller,61347
5037,2023,Jeep,Wrangler,luxury,75,23365,New,Dealership,93364
5038,2018,Chrysler,Town & Country,luxury,21986,21921,Certified,Dealership,56465
5039,2007,Dodge,Grand Caravan,base,124698,8299,Used,Individual Seller,48596
5040,1998,Buick,LaCrosse,N/A,79844,14187,Used,Dealership,27801
5041,1997,Honda,Pilot,N/A,148232,11513,Used,Dealership,52372
5042,2005,Mercedes,C-Class,N/A,88457,9747,Used,Dealership,36983
5043,2001,Ford,Ranger,N/A,66735,24122,Used,Dealership,24732
5044,2001,Audi,Q5,N/A,71948,14746,Used,Dealership,56685
5045,2019,Lexus,LS,sport,20284,11061,Certified,Dealership,13561
5046,2020,Hyundai,Elantra,sport,33913,16357,Certified,Dealership,52042
5047,2004,Dodge,Grand Caravan,N/A,126914,9199,Used,Individual Seller,96133
5048,2008,Chrysler,300,base,67342,14726,Used,Dealership,11965
5049,2002,BMW,X5,N/A,132809,16632,Used,Dealership,34257
5050,2012,Audi,Q7,base,125748,11079,Used,Individual Seller,61758
5051,2005,Dodge,Grand Caravan,N/A,55666,29588,Used,Dealership,45016
5052,1998,Honda,Accord,N/A,57218,8925,Used,Individual Seller,97606
5053,2004,Acura,Integra,N/A,14912,16454,Used,Dealership,45811
5054,2023,Subaru,Outback,sport,5,46935,New,Dealership,73958
5055,2023,Volvo,S60,sport,65,32625,New,Dealership,39731
5056,2023,Lexus,RX,sport,79,31568,New,Dealership,53698
5057,1997,Audi,Q7,N/A,18005,37227,Used,Dealership,30672
5058,2010,Lincoln,Navigator,base,72242,26531,Used,Individual Seller,35928
5059,2000,Hyundai,Tucson,N/A,49391,32330,Used,Dealership,58452
5060,2013,Buick,LaCrosse,base,93195,9008,Used,Dealership,37174
5061,2012,Honda,CR-V,sport,116661,7891,Used,Individual Seller,96281
5062,2014,Lincoln,Navigator,base,88932,7208,Used,Dealership,44460
5063,2017,Mazda,CX-90,base,131816,18186,Used,Dealership,39379
5064,2019,Ford,Fiesta,sport,5709,34581,Certified,Dealership,78996
5065,2014,Volkswagen,Tiguan,base,110368,9917,Used,Dealership,98693
5066,2007,GMC,Sierra,base,42233,12613,Used,Individual Seller,78634
5067,1997,Honda,Civic,N/A,82405,17199,Used,Individual Seller,62337
5068,2010,Toyota,Land Cruiser,base,91100,7804,Used,Individual Seller,35685
5069,2016,Acura,Integra,base,39638,11852,Used,Individual Seller,68294
5070,2020,Ford,Mustang,sport,10009,25476,Certified,Dealership,79544
5071,2022,Chevrolet,Suburban,base,75,35296,New,Dealership,71561
5072,2013,Volkswagen,Atlas,base,146045,17825,Used,Dealership,54434
5073,2011,Acura,TL,luxury,23691,35461,Used,Dealership,76082
5074,2005,Chrysler,300,N/A,138826,9114,Used,Dealership,96016
5075,2009,Chevrolet,Malibu,base,131873,19752,Used,Dealership,91712
5076,2020,Ford,Mustang,luxury,30828,13068,Certified,Dealership,63375
5077,2020,Mazda,3,sport,5990,34867,Certified,Dealership,94956
5078,2011,Lincoln,Navigator,base,133645,15474,Used,Individual Seller,51471
5079,2000,Chrysler,Town & Country,N/A,126229,11040,Used,Individual Seller,70979
5080,2002,Honda,Accord,N/A,15990,34553,Used,Individual Seller,13131
5081,2015,Lexus,ES300,base,121567,9222,Used,Dealership,45508
5082,2022,Chevrolet,Tahoe,base,67,22504,New,Dealership,85249
5083,2010,Nissan,Rogue,base,60657,13311,Used,Dealership,26030
5084,2019,Chevrolet,Malibu,base,29713,20229,Certified,Dealership,74033
5085,2005,Nissan,Murano,N/A,63854,9959,Used,Individual Seller,14242
5086,2011,Lincoln,Navigator,sport,21549,18771,Used,Dealership,37858
5087,2016,Subaru,Outback,sport,69194,20045,Used,Dealership,94862
5088,2005,Lexus,LS,N/A,76373,14439,Used,Dealership,83085
5089,2000,Jeep,Wrangler,N/A,107808,8196,Used,Dealership,40936
5090,2013,Volkswagen,Jetta,luxury,96949,13621,Used,Dealership,62007
5091,1995,Audi,A4,N/A,66077,10677,Used,Individual Seller,91678
5092,2001,Subaru,Forester,N/A,138165,19611,Used,Dealership,53112
5093,2000,Dodge,Grand Caravan,N/A,109957,15453,Used,Individual Seller,77376
5094,1997,Chevrolet,Suburban,N/A,144330,13710,Used,Dealership,45266
5095,2002,Audi,Q7,N/A,43478,21488,Used,Individual Seller,15476
5096,2002,Lexus,ES,N/A,136387,18831,Used,Dealership,15863
5097,2005,Jeep,Grand Cherokee,N/A,48496,8430,Used,Individual Seller,49766
5098,2000,Volkswagen,Jetta,N/A,40667,14034,Used,Individual Seller,24189
5099,2020,Hyundai,Elantra,luxury,10400,15021,Certified,Dealership,40501
5100,2007,Ford,Taurus,base,144747,9333,Used,Individual Seller,46282
5101,2007,Jeep,Wrangler,base,146901,9902,Used,Individual Seller,11856
5102,2022,Honda,Pilot,sport,70,45230,New,Dealership,70938
5103,1997,Volkswagen,Tiguan,N/A,105998,6055,Used,Dealership,34361
5104,2002,Chevrolet,Impala,N/A,57460,16901,Used,Individual Seller,74158
5105,2022,Volvo,S70,base,44,49663,New,Dealership,54755
5106,1999,Subaru,Forester,N/A,93443,15709,Used,Individual Seller,90908
5107,2010,GMC,Yukon,luxury,49637,22357,Used,Dealership,56800
5108,2007,Mazda,3,base,78115,10622,Used,Individual Seller,80263
5109,2004,Jeep,Wrangler,N/A,108616,7329,Used,Dealership,16143
5110,2003,Lexus,ES300,N/A,78533,6582,Used,Dealership,86927
5111,2008,Subaru,Outback,base,71275,23767,Used,Dealership,66484
5112,2020,Mercedes,C-Class,luxury,21660,18904,Certified,Dealership,76970
5113,1999,Lexus,LS,N/A,59955,17979,Used,Dealership,56060
5114,2015,Jeep,Wrangler,base,59570,15872,Used,Dealership,11168
5115,2000,Mazda,CX-5,N/A,122244,15911,Used,Individual Seller,36055
5116,2008,Volvo,S70,luxury,115448,14457,Used,Dealership,73852
5117,1996,Toyota,Corolla,N/A,80118,17215,Used,Individual Seller,56890
5118,2011,Kia,Rio,base,54776,16233,Used,Dealership,82151
5119,1998,GMC,Envoy,N/A,119207,11553,Used,Dealership,75367
5120,2001,Jeep,Wrangler,N/A,20267,34848,Used,Individual Seller,59378
5121,1996,Volvo,S70,N/A,61283,26142,Used,Dealership,83830
5122,1996,GMC,Sierra,N/A,97793,5815,Used,Dealership,68581
5123,2006,Ford,Ranger,sport,30896,8353,Used,Individual Seller,53759
5124,1995,GMC,Yukon,N/A,103992,15091,Used,Individual Seller,78018
5125,2012,Hyundai,Elantra,base,38316,10810,Used,Dealership,30454
5126,2013,Acura,TL,sport,141143,11745,Used,Dealership,68305
5127,1998,Mercedes,C-Class,N/A,134732,8119,Used,Dealership,32288
5128,2010,Jeep,Grand Cherokee,base,43878,28692,Used,Dealership,55148
5129,2018,Volkswagen,Passat,base,18271,15236,Certified,Dealership,50392
5130,2012,Chrysler,300,base,128602,15722,Used,Individual Seller,13217
5131,2000,Chrysler,300,N/A,146494,8193,Used,Dealership,46896
5132,2011,Subaru,WRX,sport,54846,28880,Used,Dealership,71867
5133,2022,Volkswagen,Passat,luxury,39,43588,New,Dealership,81906
5134,1996,Dodge,Durango,N/A,53216,23166,Used,Dealership,43964
5135,2001,Mercedes,C-Class,N/A,26896,10456,Used,Individual Seller,18718
5136,1999,Subaru,Forester,N/A,53113,16587,Used,Dealership,20505
5137,2018,Nissan,Murano,sport,5265,29827,Certified,Dealership,42657
5138,1996,Honda,HR-V,N/A,108246,12721,Used,Dealership,28503
5139,2005,Hyundai,Tucson,N/A,78197,10120,Used,Individual Seller,28756
5140,2021,Lexus,RX,luxury,15278,22709,Certified,Dealership,71774
5141,2003,Audi,Q5,N/A,77643,15586,Used,Dealership,12296
5142,2008,Acura,TL,luxury,145577,8816,Used,Individual Seller,51232
5143,2018,Acura,Integra,sport,9504,30512,Certified,Dealership,38856
5144,2006,Mazda,3,sport,60170,29513,Used,Dealership,33161
5145,2015,GMC,Sierra,luxury,58409,20741,Used,Dealership,22035
5146,2000,Dodge,Charger,N/A,118661,19126,Used,Dealership,45832
5147,2013,Subaru,Outback,base,130628,13435,Used,Individual Seller,35893
5148,2013,Lincoln,Navigator,luxury,28248,23666,Used,Individual Seller,36445
